=== GAME DEBUG LOG ===
Configuration: Blue(+0 HP, +0 Ammo, +0 Grenades)
Configuration: Orange(+0 HP, +0 Ammo, +0 Grenades)

T92: B[C(2,2);M(12,6);P(2,6);W0(21,6)hp=20;W1(29,6)hp=30] O[C(45,6);M(38,6);P(45,3);W0(36,6)hp=20;W1(34,2)hp=25]
T93: B[C(2,2);M(13,6);P(2,6);W0(21,6)hp=20;W1(30,6)hp=30] O[C(45,6);M(39,6);P(45,3);W0(37,6)hp=20;W1(35,2)hp=25]
T94: B[C(2,2);M(14,6);P(2,6);W0(21,6)hp=20;W1(30,6)hp=30] O[C(45,6);M(40,6);P(45,3);W0(38,6)hp=20;W1(36,2)hp=25]
T95: B[C(2,2);M(15,6);P(2,6);W0(21,6)hp=20;W1(30,6)hp=30] O[C(45,6);M(41,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T96: B[C(2,2);M(16,6);P(2,6);W0(21,6)hp=20;W1(30,6)hp=30] O[C(45,6);M(42,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T97: B[C(2,2);M(17,6);P(2,6);W0(21,6)hp=20;W1(30,6)hp=30] O[C(45,6);M(43,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T98: B[C(2,2);M(18,6);P(2,6);W0(21,6)hp=20;W1(30,6)hp=30] O[C(45,6);M(44,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T99: B[C(2,2);M(19,6);P(2,6);W0(21,6)hp=20;W1(30,6)hp=30] O[C(45,6);M(45,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T100: B[C(2,2);M(20,6);P(2,6);W0(21,6)hp=20;W1(30,6)hp=30] O[C(45,6);M(46,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T101: B[C(2,2);M(20,6);P(2,6);W0(22,6)hp=100;W1(30,6)hp=30] O[C(45,6);M(46,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T102: B[C(2,2);M(20,6);P(2,6);W0(23,6)hp=100;W1(30,6)hp=30] O[C(45,6);M(45,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T103: B[C(2,2);M(19,6);P(2,6);W0(24,6)hp=100;W1(30,6)hp=30] O[C(45,6);M(44,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T104: B[C(2,2);M(18,6);P(2,6);W0(25,6)hp=100;W1(30,6)hp=30] O[C(45,6);M(43,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T105: B[C(2,2);M(17,6);P(2,6);W0(26,6)hp=100;W1(30,6)hp=30] O[C(45,6);M(42,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T106: B[C(2,2);M(16,6);P(2,6);W0(27,6)hp=100;W1(30,6)hp=30] O[C(45,6);M(41,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T107: B[C(2,2);M(15,6);P(2,6);W0(28,6)hp=100;W1(30,6)hp=30] O[C(45,6);M(40,6);P(45,3);W0(38,6)hp=20;W1(37,2)hp=25]
T108: B[C(2,2);M(14,6);P(2,6);W0(29,6)hp=100;W1(30,6)hp=30] O[C(45,6);M(39,6);P(45,3);W0(38,6)hp=20;W1(38,2)hp=25]
T109: B[C(2,2);M(13,6);P(2,6);W0(30,6)hp=100;W1(30,6)hp=30] O[C(45,6);M(39,6);P(45,3);W0(37,6)hp=100;W1(38,2)hp=25]
T110: B[C(2,2);M(12,6);P(2,6);W0(31,6)hp=100;W1(30,6)hp=10] O[C(45,6);M(39,6);P(45,3);W0(36,6)hp=100;W1(39,2)hp=25]
T111: B[C(2,2);M(11,6);P(2,6);W0(31,6)hp=80;W1(29,6)hp=10] O[C(45,6);M(40,6);P(45,3);W0(36,6)hp=80;W1(39,2)hp=25]
T112: B[C(2,2);M(10,6);P(2,6);W0(31,6)hp=60;W1(28,6)hp=10] O[C(45,6);M(41,6);P(45,3);W0(36,6)hp=60;W1(39,2)hp=25]
T113: B[C(2,2);M(9,6);P(2,6);W0(31,6)hp=40;W1(28,6)hp=10] O[C(45,6);M(42,6);P(45,3);W0(36,6)hp=40;W1(39,2)hp=25]
